obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(10^8 s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""505.9656""","=""0.0014""","=""505.9659""","=""0.0008""","=""1100""","=""""",,"=""68856.35208""","=""88615.02""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""506.4147""","=""0.0014""","=""506.4146""","=""0.0013""","=""970""","=""""",,"=""69710.68728""","=""89451.85""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L17684""",
"=""507.6592""","=""0.0014""","=""507.6598""","=""0.0004""","=""2600""","=""""",,"=""68856.35208""","=""88549.095""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L17684""",
"=""508.9632""","=""0.0014""","=""508.9641""","=""0.0008""","=""1100""","=""""",,"=""68856.35208""","=""88498.63""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""515.3571""","=""0.0014""","=""515.3568""","=""0.0008""","=""3200""","=""""",,"=""69744.05213""","=""89142.68""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""515.5292""","=""0.0014""","=""515.5291""","=""0.0013""","=""1500""","=""""",,"=""69689.49393""","=""89081.64""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.(2P*<1/2>).9s""","=""2[1/2]*""","=""0""",,"=""""","=""L17684""",
"=""515.530""","=""0.016""","=""515.5189""","=""0.0021""","=""1800w,bl,i""","=""""",,"=""69744.05213""","=""[89136.58]""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).8d""","=""2[7/2]*""","=""4""",,"=""""","=""L2138c153""",
"=""515.9920""","=""0.0014""","=""515.9932""","=""0.0011""","=""1500""","=""""",,"=""69710.68728""","=""89085.39""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L17684""",
"=""526.8956""","=""0.0014""","=""526.8951""","=""0.0005""","=""7200""","=""1.3e-02""",C,"=""68856.35208""","=""87830.18""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.6d""","=""1P*""","=""1""",,"=""T5520""","=""L17684""",
"=""528.0238""","=""0.0014""","=""528.0232""","=""0.0004""","=""4500""","=""""",,"=""68856.35208""","=""87789.646""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.7s""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""528.8315""","=""0.0014""","=""528.8321""","=""0.0011""","=""1000""","=""""",,"=""69710.68728""","=""88615.02""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L17684""",
"=""""","=""""","=""529.0993""","=""0.0008""","=""""","=""8.e-05""",D,"=""69689.49393""","=""88584.28""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""""",
"=""529.1224""","=""0.0014""","=""529.1193""","=""0.0006""","=""1600""","=""""",,"=""69710.68728""","=""88604.76""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""529.6930""","=""0.0014""","=""529.6934""","=""0.0008""","=""1000""","=""1.1e-03""",D,"=""69710.68728""","=""88584.28""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""530.0118""","=""0.0014""","=""530.0125""","=""0.0004""","=""1800""","=""""",,"=""68856.35208""","=""87718.583""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.7s""","=""3P*""","=""1""",,"=""""","=""L17684""",
"=""530.0550""","=""0.0014""","=""530.0553""","=""0.0006""","=""4700""","=""""",,"=""69744.05213""","=""88604.76""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""530.0845""","=""0.0014""","=""530.0864""","=""0.0005""","=""1600""","=""1.9e-03""",D,"=""69689.49393""","=""88549.095""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""530.2352""","=""0.0014""","=""530.2359""","=""0.0008""","=""1600""","=""8.e-03""",D,"=""69689.49393""","=""88543.78""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""530.313""","=""0.016""","=""530.2968""","=""0.0023""","=""1100bl,i""","=""""",,"=""69744.05213""","=""[88596.17]""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",,"=""""","=""L2138c153""",
"=""530.6315""","=""0.0014""","=""530.6315""","=""0.0008""","=""1000""","=""6.e-03""",D,"=""69744.05213""","=""88584.28""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""530.6837""","=""0.0014""","=""530.6828""","=""0.0005""","=""3500""","=""6.e-03""",D,"=""69710.68728""","=""88549.095""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""531.7465""","=""0.0014""","=""531.749505""","=""0.000012""","=""5100""","=""""",,"=""61981.83211""","=""80782.44916""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.4p""","=""3D""","=""1""",,"=""""","=""L17684""",
"=""""","=""""","=""532.4065""","=""0.0009""","=""m""","=""""",,"=""68856.35208""","=""87633.77""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.6d""","=""1D*""","=""2""",,"=""""","=""L17684""",
"=""538.03308""","=""0.00003""","=""538.033014""","=""0.000009""","=""120000""","=""1.86e-02""",B,"=""61981.83211""","=""80562.88550""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.4p""","=""1P""","=""1""",,"=""T6070""","=""L12175c183""",
"=""540.16""","=""0.03""","=""540.09""","=""0.04""","=""2400d""","=""""",,"=""71385.40992""","=""89895.6""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<1/2>).11d""","=""2[5/2]*""","=""2""",,"=""""","=""L2138c153""",
"=""543.688""","=""0.016""","=""543.688""","=""0.015""","=""3300w""","=""""",,"=""71385.40992""","=""89773.2""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).10d""","=""2[5/2]*""","=""3""",,"=""""","=""L2138""",
"=""550.851""","=""0.016""","=""550.819""","=""0.004""","=""3500bl(Cr II)""","=""""",,"=""71364.93596""","=""89514.69""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""551.069""","=""0.016""","=""551.063""","=""0.012""","=""2600bl(Cr II)""","=""""",,"=""71385.40992""","=""89527.1""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L2138""",
"=""551.48""","=""0.03""","=""551.480""","=""0.024""","=""1700d,l""","=""""",,"=""71385.40992""","=""89513.4""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).9d""","=""2[5/2]*""","=""3""",,"=""""","=""L2138""",
"=""551.5691""","=""0.0014""","=""551.5694""","=""0.0012""","=""880""","=""""",,"=""71385.40992""","=""89510.46""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""551.6643""","=""0.0014""","=""551.6659""","=""0.0005""","=""1100""","=""""",,"=""69710.68728""","=""87832.568""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.6d""","=""3P*""","=""2""",,"=""""","=""L17684""",
"=""552.35""","=""0.03""","=""552.3539""","=""0.0015""","=""2700w""","=""""",,"=""71352.54344""","=""89451.85""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L2138""",
"=""552.6833""","=""0.0014""","=""552.6834""","=""0.0006""","=""2500""","=""""",,"=""69744.05213""","=""87832.568""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.6d""","=""3P*""","=""2""",,"=""""","=""L17684""",
"=""552.9781""","=""0.0014""","=""552.9756""","=""0.0005""","=""1700""","=""""",,"=""69710.68728""","=""87789.646""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.7s""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""553.204""","=""0.016""","=""553.227""","=""0.004""","=""1800bl?""","=""""",,"=""71385.40992""","=""89456.15""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138c153""",
"=""""","=""""","=""553.4253""","=""0.0006""","=""""","=""1.2e-04""",D,"=""69689.49393""","=""87753.763""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.7s""","=""3P*""","=""2""",,"=""T5520LS""","=""""",
"=""553.4807""","=""0.0014""","=""553.4818""","=""0.0006""","=""1700""","=""""",,"=""69710.68728""","=""87773.113""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.6d""","=""3D*""","=""2""",,"=""""","=""L17684""",
"=""554.0756""","=""0.0014""","=""554.0753""","=""0.0006""","=""3700""","=""1.8e-03""",D,"=""69710.68728""","=""87753.763""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.7s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""554.3817""","=""0.0014""","=""554.3810""","=""0.0009""","=""1100""","=""""",,"=""69744.05213""","=""87777.18""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.6d""","=""3D*""","=""3""",,"=""""","=""L17684""",
"=""554.507""","=""0.003""","=""554.5052""","=""0.0005""","=""13000*""","=""3.0e-03""",D,"=""69689.49393""","=""87718.583""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.7s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""554.507""","=""0.003""","=""554.5061""","=""0.0006""","=""13000*""","=""""",,"=""69744.05213""","=""87773.113""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.6d""","=""3D*""","=""2""",,"=""""","=""L17684""",
"=""554.7271""","=""0.0014""","=""554.7265""","=""0.0007""","=""3900""","=""1.2e-02""",D,"=""69689.49393""","=""87711.39""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.7s""","=""3P*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""554.8239""","=""0.0014""","=""554.8241""","=""0.0015""","=""1700""","=""""",,"=""69689.49393""","=""87708.22""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.6d""","=""3F*""","=""2""",,"=""""","=""L17684""",
"=""554.8902""","=""0.0014""","=""554.8903""","=""0.0015""","=""2100""","=""""",,"=""69744.05213""","=""87760.63""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.6d""","=""3F*""","=""4""",,"=""""","=""L17684""",
"=""555.1032""","=""0.0014""","=""555.1018""","=""0.0006""","=""2500""","=""1.0e-02""",D,"=""69744.05213""","=""87753.763""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.7s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""555.1589""","=""0.0014""","=""555.1578""","=""0.0005""","=""9600""","=""9.e-03""",D,"=""69710.68728""","=""87718.583""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.7s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""555.3174""","=""0.0014""","=""555.3170""","=""0.0012""","=""2100""","=""""",,"=""69710.68728""","=""87713.42""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.6d""","=""3F*""","=""3""",,"=""""","=""L17684""",
"=""557.73""","=""0.03""","=""557.7849""","=""0.0009""","=""2700""","=""""",,"=""69710.68728""","=""87633.77""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.6d""","=""1D*""","=""2""",,"=""""","=""L2138c153""",
"=""559.7300""","=""0.0014""","=""559.7303""","=""0.0007""","=""2200""","=""""",,"=""70743.97227""","=""88604.76""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""560.3733""","=""0.0014""","=""560.3729""","=""0.0009""","=""1500""","=""1.6e-03""",D,"=""70743.97227""","=""88584.28""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""561.24""","=""0.03""","=""561.2573""","=""0.0009""","=""960""","=""""",,"=""71352.54344""","=""89164.74""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""561.4809""","=""0.0014""","=""561.4802""","=""0.0005""","=""1000""","=""1.6e-03""",D,"=""70743.97227""","=""88549.095""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""561.6490""","=""0.0014""","=""561.6479""","=""0.0009""","=""1000""","=""1.6e-03""",D,"=""70743.97227""","=""88543.78""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""562.304""","=""0.016""","=""562.2948""","=""0.0009""","=""1900bl?""","=""""",,"=""71385.40992""","=""89164.74""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""562.556""","=""0.016""","=""562.5805""","=""0.0013""","=""1900bl?""","=""""",,"=""71385.40992""","=""89155.71""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L2138c153""",
"=""562.9930""","=""0.0014""","=""562.9934""","=""0.0010""","=""1400""","=""""",,"=""71385.40992""","=""89142.68""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""564.277""","=""0.016""","=""564.2825""","=""0.0016""","=""2000bl?""","=""""",,"=""71364.93596""","=""89081.64""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<1/2>).9s""","=""2[1/2]*""","=""0""",,"=""""","=""L2138""",
"=""564.81""","=""0.03""","=""564.8156""","=""0.0013""","=""980""","=""""",,"=""71385.40992""","=""89085.39""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L2138""",
"=""566.8951""","=""0.0014""","=""566.8940""","=""0.0004""","=""18000""","=""2.4e-02""",C,"=""68856.35208""","=""86491.441""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.5d""","=""1P*""","=""1""",,"=""T5520""","=""L17684""",
"=""569.3110""","=""0.0014""","=""569.3109""","=""0.0006""","=""5800""","=""""",,"=""68856.35208""","=""86416.575""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.6s""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""572.0779""","=""0.0014""","=""572.0776""","=""0.0004""","=""4800""","=""""",,"=""68856.35208""","=""86331.651""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.6s""","=""3P*""","=""1""",,"=""""","=""L17684""",
"=""""","=""""","=""576.91131""","=""0.00003""","=""m""","=""""",,"=""68856.35208""","=""86185.2332""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s2.2p.5d""","=""1D*""","=""2""",,"=""""","=""L17684""",
"=""""","=""""","=""578.063""","=""0.005""","=""""","=""4.5e-04""",D,"=""71352.54344""","=""88646.9""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""""",
"=""""","=""""","=""578.43""","=""0.06""","=""""","=""1.4e-03""",D,"=""71364.93596""","=""88648.4""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""T5520LS""","=""""",
"=""""","=""""","=""578.478""","=""0.005""","=""""","=""3.4e-04""",D,"=""71364.93596""","=""88646.9""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""""",
"=""""","=""""","=""578.739""","=""0.013""","=""""","=""3.4e-04""",D,"=""71364.93596""","=""88639.1""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""""",
"=""578.784""","=""0.016""","=""578.7424""","=""0.0010""","=""2200bl(Cr)""","=""""",,"=""71364.93596""","=""88638.99""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
"=""""","=""""","=""579.164""","=""0.005""","=""""","=""6.e-04""",D,"=""71385.40992""","=""88646.9""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""""",
"=""579.3116""","=""0.0014""","=""579.311495""","=""0.000006""","=""38000""","=""3.4e-03""",B,"=""64086.96961""","=""81344.05485""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.4p""","=""3P""","=""2""",,"=""T6070n""","=""L17684""",
"=""""","=""""","=""579.409851""","=""0.000017""","=""""","=""4.4e-05""",D,"=""64089.8990""","=""81344.05485""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3P""","=""2""",,"=""T6070n""","=""""",
"=""""","=""""","=""579.425""","=""0.013""","=""""","=""1.0e-03""",D,"=""71385.40992""","=""88639.1""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""""",
"=""579.4459""","=""0.0014""","=""579.446608""","=""0.000010""","=""15000""","=""6.4e-04""",C+,"=""64090.99351""","=""81344.05485""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3P""","=""2""",,"=""T6070n""","=""L17684""",
"=""579.8895""","=""0.0014""","=""579.8915""","=""0.0008""","=""1100""","=""""",,"=""71364.93596""","=""88604.76""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""580.0232""","=""0.0014""","=""580.023158""","=""0.000017""","=""9400""","=""1.04e-03""",C+,"=""64089.8990""","=""81325.81077""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3P""","=""1""",,"=""T6070n""","=""L17684""",
"=""580.0594""","=""0.0014""","=""580.059993""","=""0.000011""","=""35000""","=""3.0e-03""",B,"=""64090.99351""","=""81325.81077""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3P""","=""1""",,"=""T6070n""","=""L17684""",
"=""580.5192""","=""0.0014""","=""580.520170""","=""0.000020""","=""14000""","=""4.1e-03""",C+,"=""64089.8990""","=""81311.0544""","=""2s.2p3""","=""3D*""","=""1""","=""2s2.2p.4p""","=""3P""","=""0""",,"=""T6070n""","=""L17684""",
"=""580.580""","=""0.003""","=""580.5810""","=""0.0008""","=""5100*""","=""""",,"=""71385.40992""","=""88604.76""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""580.580""","=""0.003""","=""580.5812""","=""0.0010""","=""5100*""","=""9.e-04""",D,"=""71364.93596""","=""88584.28""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""""","=""""","=""581.2724""","=""0.0010""","=""""","=""2.7e-03""",D,"=""71385.40992""","=""88584.28""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""""",
"=""581.3510""","=""0.0014""","=""581.3508""","=""0.0006""","=""2300""","=""1.2e-03""",D,"=""71352.54344""","=""88549.095""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""581.7701""","=""0.0014""","=""581.7700""","=""0.0006""","=""1500""","=""9.e-04""",D,"=""71364.93596""","=""88549.095""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""581.9499""","=""0.0014""","=""581.9500""","=""0.0010""","=""1500""","=""3.6e-03""",D,"=""71364.93596""","=""88543.78""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""582.16""","=""0.03""","=""582.159""","=""0.020""","=""1700d""","=""""",,"=""72610.73530""","=""89783.4""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<3/2>).10d""","=""2[1/2]*""","=""1""",,"=""""","=""L2138""",
"=""582.4643""","=""0.0014""","=""582.4640""","=""0.0006""","=""1500""","=""1.5e-03""",D,"=""71385.40992""","=""88549.095""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""584.6346""","=""0.0014""","=""584.6347""","=""0.0010""","=""1100""","=""""",,"=""70743.97227""","=""87843.93""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.6d""","=""3P*""","=""1""",,"=""""","=""L17684""",
"=""585.0254""","=""0.0014""","=""585.0234""","=""0.0006""","=""1700""","=""""",,"=""70743.97227""","=""87832.568""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.6d""","=""3P*""","=""2""",,"=""""","=""L17684""",
"=""586.4948""","=""0.0014""","=""586.4966""","=""0.0006""","=""1700""","=""""",,"=""70743.97227""","=""87789.646""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.7s""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""587.0655""","=""0.0014""","=""587.0660""","=""0.0007""","=""4600""","=""""",,"=""70743.97227""","=""87773.113""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.6d""","=""3D*""","=""2""",,"=""""","=""L17684""",
"=""587.731""","=""0.003""","=""587.7338""","=""0.0007""","=""3700p(He I)""","=""2.8e-03""",D,"=""70743.97227""","=""87753.763""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.7s""","=""3P*""","=""2""",,"=""T5520LS""","=""L17684""",
"=""588.9515""","=""0.0014""","=""588.9519""","=""0.0005""","=""2500""","=""2.8e-03""",D,"=""70743.97227""","=""87718.583""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.7s""","=""3P*""","=""1""",,"=""T5520LS""","=""L17684""",
"=""589.2000""","=""0.0014""","=""589.2016""","=""0.0008""","=""1700""","=""2.8e-03""",D,"=""70743.97227""","=""87711.39""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.7s""","=""3P*""","=""0""",,"=""T5520LS""","=""L17684""",
"=""591.2577""","=""0.0014""","=""591.2577""","=""0.0014""","=""870""","=""""",,"=""72610.73530""","=""89519.15""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""""","=""L17684""",
"=""594.0100""","=""0.0014""","=""594.0121""","=""0.0005""","=""1100""","=""""",,"=""69689.49393""","=""86519.506""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.5d""","=""3P*""","=""1""",,"=""""","=""L17684""",
"=""594.3389""","=""0.0014""","=""594.3390""","=""0.0014""","=""880""","=""""",,"=""72610.73530""","=""89431.49""","=""2s2.2p.3p""","=""1D""","=""2""","=""2s2.2p.(2P*<1/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L17684""",
"=""594.7607""","=""0.0014""","=""594.7610""","=""0.0005""","=""1900""","=""""",,"=""69710.68728""","=""86519.506""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""3P*""","=""1""",,"=""""","=""L17684""",
"=""595.0040""","=""0.0014""","=""595.0043""","=""0.0005""","=""2000""","=""""",,"=""69689.49393""","=""86491.441""","=""2s2.2p.3p""","=""3D""","=""1""","=""2s2.2p.5d""","=""1P*""","=""1""",,"=""""","=""L17684""",
"=""595.2133""","=""0.0014""","=""595.21402""","=""0.00007""","=""5300""","=""""",,"=""69710.68728""","=""86506.7138""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""3P*""","=""2""",,"=""""","=""L17684""",
"=""596.3989""","=""0.0014""","=""596.39876""","=""0.00007""","=""7200""","=""""",,"=""69744.05213""","=""86506.7138""","=""2s2.2p.3p""","=""3D""","=""3""","=""2s2.2p.5d""","=""3P*""","=""2""",,"=""""","=""L17684""",
"=""596.9326""","=""0.0014""","=""596.933151""","=""0.000006""","=""18000""","=""2.5e-04""",C,"=""64086.96961""","=""80834.62491""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""T6070""","=""L17684""",
"=""597.0726""","=""0.0014""","=""597.076610""","=""0.000011""","=""3000""","=""""",,"=""64090.99351""","=""80834.62491""","=""2s.2p3""","=""3D*""","=""2""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""""","=""L17684""",
"=""597.2588""","=""0.0014""","=""597.2589""","=""0.0008""","=""1400""","=""""",,"=""69710.68728""","=""86449.208""","=""2s2.2p.3p""","=""3D""","=""2""","=""2s2.2p.5d""","=""1F*""","=""3""",,"=""""","=""L17684""",
"=""598.1221""","=""0.0014""","=""598.123721""","=""0.000007""","=""5700""","=""""",,"=""64086.96961""","=""80801.28887""","=""2s.2p3""","=""3D*""","=""3""","=""2s2.2p.4p""","=""3D""","=""2""",,"=""""","=""L17684""",
